Image,Nom,Nom complet,Position,Pied fort,Taille,Poid,Date de naissance,Lieu de naissance,Club
Inconnue,Mahmoud Abuwarda,Mahmoud Naser Mahmoud Abuwarda,MF ,Right,175cm,66kg,"    May 31, 1995    ",,
https://fbref.com/req/202005121/images/headshots/37923d70_2018.jpg,Duke Abuya,Duke Ooga Abuya,MF,,,,"    February 9, 1994    ",,Nkana FC
Inconnue,Shaden Abuzuluf,Shaden Nidal Elias Abuzuluf,DF,,,,"    February 16, 1997    ",,
https://fbref.com/req/202005121/images/headshots/01040647_2018.jpg,Gennaro Acampora,,MF ,91% Left,177cm,78kg,"    March 29, 1994    ","          in Naples, Italy      ",Benevento
Inconnue,Emre Acarsoy,Emre Acarsoy,MF,,,,"    July 10, 2005    ",,Mönchengladbach
https://fbref.com/req/202005121/images/headshots/b96b595c_2018.jpg,Francesco Acerbi,,DF (CB) ,81% Left,192cm,88kg,"    February 10, 1988    ","          in Vizzolo Predabissi, Italy      ",Lazio
Inconnue,Iván Acero,Iván Emmanuel Acero Rodríguez,MF,,179cm,68kg,"    July 1, 2000    ","          in México, Estado de México, Mexico      ",Toluca
Inconnue,Giovanni Aceto,Giovanni  Aceto,DF,,,,"    September 13, 2002    ",,Cosenza
https://fbref.com/req/202005121/images/headshots/0810e384_2018.jpg,Carlos Acevedo,,GK,,182cm,68kg,"    April 19, 1996    ","          in Torreón, Estado de Coahuila de Zaragoza, Mexico      ",Santos Laguna
Inconnue,Daniel Aceves,Daniel Alonso Aceves Patiño,DF ,Both,180cm,63kg,"    March 28, 2001    ","          in México, Estado de México, Mexico      ",Pachuca
https://fbref.com/req/202005121/images/headshots/2bc7686f_2018.jpg,Anass Achahbar,,FW-MF ,Left,174cm,72kg,"    January 13, 1994    ","          in The Hague, Netherlands      ",Sepsi Sfântu Gheorghe
https://fbref.com/req/202005121/images/headshots/dc38e3bc_2018.jpg,Ragnar Ache,,FW,,187cm,78kg,"    July 28, 1998    ","          in Frankfurt am Main, Germany      ",Eintracht Frankfurt
Inconnue,Hicham Acheffay,,FW,,,,"    August 10, 2000    ",,De Graafschap
Inconnue,Ioanna Achilleos,Ioanna Achilleos,GK,,,,"    February 17, 1993    ","          in Cyprus, Cyprus      ",
https://fbref.com/req/202005121/images/headshots/0f919359_2018.jpg,Cosmin Achim,,DF,,188cm,72kg,"    September 19, 1995    ","          in Oraş Drãgãneşti-Olt, Romania      ",Voluntari
https://fbref.com/req/202005121/images/headshots/8c15ab4e_2018.jpg,Florin Achim,,DF-MF,,178cm,73kg,"    July 16, 1991    ","          in Baia Mare, Romania      ",FC Academica Clinceni
https://fbref.com/req/202005121/images/headshots/c4f42d8a_2018.jpg,Vlad Achim,Vlad Alexandru Achim,MF (CM-DM) ,Right,182cm,69kg,"    April 7, 1989    ","          in Constanța, Romania      ",FC U Craiova
Inconnue,Sami Achir,Sami Achir,MF,,,,"    November 5, 2005    ",,Ingolstadt 04
Inconnue,Mohamed Achouri,Mohamed Elias Achouri,FW ,Right,177cm,68kg,"    February 10, 1999    ",,Trofense
Inconnue,Ole Achtenberg,Ole Achtenberg,DF,,,,"    May 2, 2004    ",,Magdeburg
Inconnue,Sören Acker,Sören Acker,DF,,,,,,Elversberg
Inconnue,Christopher Ackermann,Christopher Tom Ackermann,DF,,,,"    February 8, 2005    ",,Hertha BSC
Inconnue,Leo Ackermann,Leo Luca Ackermann,DF,,,,"    August 1, 2004    ",,Chemnitzer FC
Inconnue,Wolf Ackx,Wolf Ackx,FW,,167cm,63kg,"    May 5, 2002    ",,Cercle Brugge
https://fbref.com/req/202005121/images/headshots/c5f400f4_2018.jpg,Bryan Acosta,Bryan Josué Acosta Ramos,MF ,87% Right,175cm,68kg,"    November 24, 1993    ",,FC Dallas
https://fbref.com/req/202005121/images/headshots/41f720a5_2018.jpg,Danilo Acosta,Danilo Israel Acosta Martinez,DF ,94% Left,180cm,77kg,"    November 7, 1997    ","          in San Pedro Sula, Honduras      ",LA Galaxy
https://fbref.com/req/202005121/images/headshots/ece10cfe_2018.jpg,Kellyn Acosta,"
  Twitter:
  
@KellynAcosta",DF-MF (CM-DM-FB) ,67% Right,178cm,68kg,"    July 24, 1995    ","          in Plano, Texas, United States      ",Colorado Rapids
https://fbref.com/req/202005121/images/headshots/d7403bd5_2018.jpg,Afriyie Acquah,Ebenezer Afriyie Acquah,"MF (CM-DM, right) ",95% Right,179cm,70kg,"    January 5, 1992    ","          in Accra, Ghana      ",Al-Batin
Inconnue,Emile Acquah,,FW,,,,"    July 13, 2000    ","          in England, United Kingdom      ",Maidenhead United FC
Inconnue,Noel Acun,,FW,,,,"    October 28, 2004    ",,Kickers Offenbach
https://fbref.com/req/202005121/images/headshots/81442ecb_2018.jpg,Marcos Acuña,,"DF-MF (FB, left) ",87% Left,172cm,73kg,"    October 28, 1991    ","          in Zapala, Argentina      ",Sevilla
Inconnue,Arianna Acuti,,FW,,,,"    October 20, 1996    ",,Napoli
https://fbref.com/req/202005121/images/headshots/a0c2d0e7_2018.jpg,Ahmed Adam Bebo,,DF,,,,"    September 1, 1994    ",,Al-Merrikh SC
https://fbref.com/req/202005121/images/headshots/1193a1a8_2018.jpg,Abdulfattah Adam,,FW,,,,"    January 1, 1995    ","          in Makkah, Saudi Arabia      ",Al Nasr (KSA)
https://fbref.com/req/202005121/images/headshots/372640a2_2018.jpg,Any Adam,,MF,,166cm,,"    October 2, 2000    ",,Carl-Zeiss Jena
https://fbref.com/req/202005121/images/headshots/aff418dc_2018.jpg,Charlie Adam,"
  Twitter:
  
@Charlie26Adam",MF ,85% Left,185cm,76kg,"    December 10, 1985    ","          in Dundee, Scotland, United Kingdom      ",Dundee
https://fbref.com/req/202005121/images/headshots/126c93a9_2018.jpg,Ishag Adam,Ishag Adam Abdalla Mohamed,GK,,,,"    January 1, 1999    ",,
Inconnue,Raif Adam,Raif Adam,DF,,,,"    September 7, 2005    ",,Hamburger SV
Inconnue,Nico Adamczyk,Nico Adamczyk,DF,,,,"    January 25, 2006    ",,Dortmund
Inconnue,Greta Adami,,MF,,164cm,57kg,"    July 30, 1992    ","          in Viareggio, Italy      ",AC Milan
Inconnue,Marius Adamonis,,GK,,,,"    May 13, 1997    ","          in Panevezys, Lithuania      ",Lazio
Inconnue,Hassane Adamou,Hassane Adamou Amadou,MF,,,,"    June 26, 2000    ",,Atlético Sanluqueño CF
https://fbref.com/req/202005121/images/headshots/dd95be96_2018.jpg,Arsen Adamov,,DF ,Right,177cm,72kg,"    October 20, 1999    ",,Ural Yekaterinburg
https://fbref.com/req/202005121/images/headshots/dbc74497_2018.jpg,Denis Adamov,,GK ,Right,192cm,85kg,"    February 20, 1998    ","          in Ulyanovsk, Russia      ",PFC Sochi
Inconnue,Nensi Adamović,,GK,,,,"    July 17, 2001    ",,
https://fbref.com/req/202005121/images/headshots/7d80136e_2018.jpg,Charlee Adams,Charlee Shaun Adams,DF-MF ,Right,180cm,77kg,"    February 16, 1995    ","          in Redbridge, England, United Kingdom      ",Maidenhead United FC
https://fbref.com/req/202005121/images/headshots/f2bf1b0f_2018.jpg,Che Adams,"
  Twitter:
  
@CheAdams_",FW-MF ,93% Right,175cm,76kg,"    July 13, 1996    ","          in Leicester, England, United Kingdom      ",Southampton
https://fbref.com/req/202005121/images/headshots/84d7ae33_2018.jpg,Ebou Adams,,DF-MF,,181cm,76kg,"    January 15, 1996    ","          in Greenwich, England, United Kingdom      ",Forest Green Rovers
Inconnue,Jacob Adams,Jacob Adams,GK,,,,(Date unknown),"          in England, United Kingdom      ",Fulham
Inconnue,Jayden Adams,,MF ,Right,,,"    May 5, 2001    ",,Stellenbosch F.C.
https://fbref.com/req/202005121/images/headshots/a1a33d78_2018.jpg,Nicky Adams,,MF (DM-WM) ,Right,178cm,69kg,"    October 16, 1986    ","          in Bolton, England, United Kingdom      ",Oldham Athletic
https://fbref.com/req/202005121/images/headshots/2b09d998_2018.jpg,Tyler Adams,,DF-MF (DM) ,85% Right,180cm,70kg,"    February 14, 1999    ","          in Wappingers Falls, New York, United States      ",RB Leipzig
Inconnue,Chikwubuike Adamu,Junior Chikwubuike Adamu,FW ,Right,182cm,75kg,"    June 6, 2001    ","          in Mallam Aminu Kano International Airport, Nigeria      ",Red Bull Salzburg
https://fbref.com/req/202005121/images/headshots/22919e97_2018.jpg,Sargis Adamyan,,FW-MF ,82% Right,184cm,76kg,"    May 23, 1993    ","          in Yerevan, Armenia      ",Hoffenheim
https://fbref.com/req/202005121/images/headshots/eeba2b90_2018.jpg,Volodymyr Adamyuk,,DF (FB),,185cm,82kg,"    July 17, 1991    ","          in Sivka-Kalus’ka, Ukraine      ",SC Dnipro-1
https://fbref.com/req/202005121/images/headshots/65d62814_2018.jpg,Antonio Adán,Antonio Adán Garrido,GK ,80% Left,190cm,85kg,"    May 13, 1987    ","          in Madrid, Spain      ",Sporting CP
https://fbref.com/req/202005121/images/headshots/c81d773d_2018.jpg,Tosin Adarabioyo,"
  Twitter:
  
@TosinAdarabioyo","DF (CB, left) ",85% Right,196cm,80kg,"    September 24, 1997    ","          in Manchester, England, United Kingdom      ",Fulham
Inconnue,Omotayo Adaramola,Omotayo Adaramola,DF,,,,"    November 14, 2003    ",,Crystal Palace
https://fbref.com/req/202005121/images/headshots/a34e2f99_2018.jpg,Abuaagla Adballa,Abuaagla Adballa Mohamed Ahmed,MF,,178cm,,"    March 11, 1993    ",,Al-Hilal Club
Inconnue,Alex Addai,,FW,,,,"    December 20, 1993    ","          in England, United Kingdom      ",Torquay United
Inconnue,Maximilian Addai,Maximilian Kofi Konadu Addai,DF,,,,"    November 11, 2005    ",,St. Pauli
Inconnue,Angela Addison,,MF ,70% Right,152cm,,"    December 9, 1999    ","          in England, United Kingdom      ",Tottenham Hotspur LFC
Inconnue,Aaron Addo,,DF,,,,"    January 12, 2004    ",,Mönchengladbach
Inconnue,Edmund Addo,Edmund Addo,MF,,,,"    May 17, 2000    ",,Sheriff Tiraspol
https://fbref.com/req/202005121/images/headshots/a9ee5e81_2018.jpg,Ricardo Adé,,DF-MF,,190cm,83kg,"    May 21, 1990    ","          in Saint-Marc, Haiti      ",Mushuc Runa
Inconnue,Gabriel Adebambo,Gabriel  Adebambo,MF,,,,"    February 27, 2002    ",,Stoke City
Inconnue,Elijah Adebayo,,FW,,190cm,89kg,"    January 7, 1998    ","          in England, United Kingdom      ",Luton Town
Inconnue,Rio Adebisi,,DF ,Left,175cm,,"    September 27, 2000    ","          in England, United Kingdom      ",Crewe Alexandra
Inconnue,Juliet Adebowale,Juliet Adebowale,MF,,,,(Date unknown),"          in England, United Kingdom      ",Brighton & Hove Albion
Inconnue,Victor Adeboyejo,Victor Ayomide Adeboyejo,FW ,Right,178cm,63kg,"    January 12, 1998    ","          in Ibadan, Nigeria      ",Barnsley
Inconnue,Noah Adedeji,Noah Adedeji,FW,,,,"    June 19, 2005    ",,Mönchengladbach
Inconnue,Korede Adedoyin,,FW,,,,"    November 14, 2000    ","          in Lagos, Nigeria      ",Sheffield Wednesday
Inconnue,Babajide Adeeko,Babajide  Adeeko,MF,,,,"    April 3, 2003    ",,Wigan Athletic
Inconnue,Daniel Adejo,,DF (CB),,183cm,81kg,"    August 7, 1989    ","          in Kaduna, Nigeria      ",PAS Lamia
https://fbref.com/req/202005121/images/headshots/7f2309be_2018.jpg,Sam Adekugbe,Samuel A. Adekugbe,"DF-MF (FB, left) ",Left,175cm,75kg,"    January 16, 1995    ","          in London, England, United Kingdom      ",Hatayspor
https://fbref.com/req/202005121/images/headshots/4b58e307_2018.jpg,Mohammed Adel Hasan,,DF,,,,"    September 20, 1996    ",,
Inconnue,Hakeeb Adelakun,Hakeeb Adeola Abiola Ayinde Adelakun,FW-MF ,Left,190cm,73kg,"    June 11, 1996    ","          in Hackney, England, United Kingdom      ",Lincoln City
Inconnue,Adekunle Adeleke,Adekunle Adeleke,DF,,,,"    July 27, 2002    ",,Abia Warriors FC
Inconnue,Fatemeh Adeli,,DF,,,,"    July 16, 1995    ",,
Inconnue,Tomi Adeloye,,FW,,,,"    February 17, 1996    ","          in Sidcup, England, United Kingdom      ",Ayr United
https://fbref.com/req/202005121/images/headshots/ee926a02_2018.jpg,Arijan Ademi,,MF (DM) ,83% Right,183cm,79kg,"    May 29, 1991    ","          in Šibenik Općina, Croatia      ",Dinamo Zagreb
Inconnue,Bleron Ademi,,FW,,,,"    March 24, 2003    ",,St. Pauli
https://fbref.com/req/202005121/images/headshots/b3c14bff_2018.jpg,Kemal Ademi,,FW ,Right,196cm,89kg,"    January 23, 1996    ","          in Villingen-Schwenningen, Germany      ",FC Khimki
Inconnue,Milot Ademi,Milot Ademi,FW,,,,"    October 7, 2005    ",,Rot-Weiss Essen
https://fbref.com/req/202005121/images/headshots/681f5bbe_2018.jpg,Orhan Ademi,,FW ,Right,188cm,79kg,"    October 28, 1991    ","          in St. Gallen, Switzerland      ",MSV Duisburg
https://fbref.com/req/202005121/images/headshots/506eff98_2018.jpg,Dennis Adeniran,,MF ,Right,170cm,63kg,"    January 2, 1999    ","          in Southwark, England, United Kingdom      ",Sheffield Wednesday
https://fbref.com/req/202005121/images/headshots/16714a62_2018.jpg,Khaled Adénon,,DF-MF (CB-DM) ,80% Right,181cm,70kg,"    July 28, 1985    ","          in Allahé, Benin      ",
https://fbref.com/req/202005121/images/headshots/508c8f3e_2018.jpg,Jordan Adéoti,,DF-MF (CB-DM) ,Right,183cm,74kg,"    March 12, 1989    ","          in Toulouse, France      ",Laval
https://fbref.com/req/202005121/images/headshots/be98fc34_2018.jpg,Shawn Adewoye,,DF ,Right,181cm,82kg,"    June 29, 2000    ",,RKC Waalwijk
https://fbref.com/req/202005121/images/headshots/501055d8_2018.jpg,Karim Adeyemi,,FW ,Left,177cm,68kg,"    January 18, 2002    ","          in München, Germany      ",Red Bull Salzburg
Inconnue,Emmanuel Adeyemo,Oluwapelumi Emmanuel Adeyemo,MF,,,,"    May 21, 2002    ",,FC Vizela
Inconnue,Raphael Adiele,,MF,,,,"    March 30, 2005    ",,Leverkusen
https://fbref.com/req/202005121/images/headshots/9f943bfa_2018.jpg,Ryan-Segon Adigo,,FW,,,,"    April 15, 2001    ",,Würzburger Kickers
Inconnue,Alihan Adigüzel,Alihan Adigüzel,MF,,,,"    September 5, 2005    ",,Schalke 04
Inconnue,Salaheldin Adil,Salaheldin Adil Ahmed Alhassan,MF,,,,"    April 3, 1995    ",,Al-Hilal Club
https://fbref.com/req/202005121/images/headshots/8b94dbf7_2018.jpg,Moise Adilehou,,DF (CB) ,Right,190cm,84kg,"    November 1, 1995    ","          in Colombes, France      ",NAC Breda
Inconnue,Simon Adingra,Simon Adingra,FW,,175cm,,"    January 1, 2002    ",,Nordsjælland
Inconnue,Claud Adjapong,,DF-MF ,81% Right,180cm,74kg,"    May 6, 1998    ","          in Province of Modena, Italy      ",Reggina
https://fbref.com/req/202005121/images/headshots/222bc419_2018.jpg,Bismark Adjei-Boateng,,MF ,90% Right,180cm,72kg,"    May 10, 1994    ","          in Accra, Ghana      ",CFR Cluj
Inconnue,Hanna Adler,Hanna Madison Adler,MF,,,,"    January 23, 1998    ",          in United States of America      ,HB Køge
Inconnue,Jonas Adler,Jonas Adler,FW,,,,"    February 11, 2005    ",,Chemnitzer FC
Inconnue,Amine Adli,,FW ,Right,174cm,60kg,"    May 10, 2000    ","          in Béziers, France      ",Leverkusen
https://fbref.com/req/202005121/images/headshots/97e1cf47_2018.jpg,Amirul Adli,Muhammad Amirul Adli Bin Azmi,DF-MF (CB-CM) ,Right,179cm,71kg,"    January 13, 1996    ","          in Singapore, Singapore      ",Home United FC
https://fbref.com/req/202005121/images/headshots/26777636_2018.jpg,Yacine Adli,,MF ,90% Right,186cm,74kg,"    July 29, 2000    ","          in Vitry-sur-Seine, France      ",Bordeaux
Inconnue,Muath Adnan Afaneh,,FW,,,,,,Abha
https://fbref.com/req/202005121/images/headshots/06050480_2018.jpg,Ali Adnan Kadhim,Ali Adnan Kadhim Nassir Al-Tameemi,"DF-MF (FB, left) ",76% Left,185cm,71kg,"    December 19, 1993    ","          in Baghdad, Iraq      ",Vancouver Whitecaps FC
https://fbref.com/req/202005121/images/headshots/d104031f_2018.jpg,Sandra Adolfsson,,MF,,,,"    June 13, 1987    ",          in Sweden      ,Vittsjö
https://fbref.com/req/202005121/images/headshots/c7174e81_2018.jpg,Albert Adomah,Albert Danquah Adomah,FW-MF (AM-WM) ,Right,185cm,73kg,"    December 13, 1987    ","          in London, England, United Kingdom      ",Queens Park Rangers
Inconnue,Madgiel Adomako,,MF,,,,,,Almere City
Inconnue,Davide Adorni,,DF (CB) ,Right,,,"    August 9, 1992    ","          in Province of Parma, Italy      ",Cittadella
https://fbref.com/req/202005121/images/headshots/46e57fe6_2018.jpg,Paris Adot,,"DF (FB, right) ",Left,,,"    February 26, 1990    ","          in Pamplona, Spain      ",Ponferradina
Inconnue,Amir Adouyev,,MF ,Right,181cm,66kg,"    May 11, 1999    ",,Akhmat Grozny
https://fbref.com/req/202005121/images/headshots/f76e6b4e_2018.jpg,Adrián,Adrián San Miguel del Castillo,GK ,91% Right,190cm,83kg,"    January 3, 1987    ","          in Seville, Spain      ",Liverpool
Inconnue,Sergio Adrián Flores,,MF,,185cm,81kg,"    February 12, 1995    ","          in Torreón, Estado de Coahuila de Zaragoza, Mexico      ",Guadalajara
Inconnue,Adriana,Adriana Martín Santamaría,FW,,175cm,,"    November 7, 1986    ","          in La Puebla de Valverde, Spain      ",SS Lazio CF
https://fbref.com/req/202005121/images/headshots/142a1f28_2018.jpg,Melvin Adrien,,GK,,183cm,84kg,"    November 30, 1994    ","          in Le Port, Réunion      ",CS Louhans-Cuiseaux
https://fbref.com/req/202005121/images/headshots/769bba76_2018.jpg,Adryan,Adryan Oliveira Tavares,FW-MF (AM) ,Right,175cm,71kg,"    August 10, 1994    ","          in Rio de Janeiro, Brazil      ",FC Sion
Inconnue,Daniel Adshead,,MF,,,,"    September 2, 2001    ","          in Manchester, England, United Kingdom      ",Gillingham
Inconnue,Eldridge Adu Boadi,,MF,,,,"    May 18, 2004    ",,Hamburger SV
https://fbref.com/req/202005121/images/headshots/cacadf4f_2018.jpg,Luis Advíncula,Luis Jan Piers Advíncula Castrillón,"DF-MF (FB-WM, right) ",69% Right,177cm,75kg,"    March 2, 1990    ","          in Chincha Alta, Peru      ",Boca Juniors
Inconnue,Al Anoud Al Adwan,Al Anoud Faleh Faisal Mushaal Al Adwan,MF,,157cm,56kg,"    November 26, 1993    ","          in Abu Dhabi, United Arab Emirates      ",
Inconnue,Nouf Al Adwan,Nouf Faleh Faisal Mushaal Al Adwan,MF,,,,"    November 14, 1996    ","          in Abu Dhabi, United Arab Emirates      ",
https://fbref.com/req/202005121/images/headshots/71c619a1_2018.jpg,Guram Adzhoyev,,FW ,Right,182cm,80kg,"    February 27, 1995    ","          in Miskolc, Hungary      ",Arsenal Tula
https://fbref.com/req/202005121/images/headshots/e3207d47_2018.jpg,Luka Adžić,,MF,,184cm,80kg,"    September 17, 1998    ","          in Belgrade, Serbia      ",Zwolle
Inconnue,Moritz Aé,Moritz Aé,GK,,,,"    February 23, 2005    ",,RB Leipzig
https://fbref.com/req/202005121/images/headshots/f9c927de_2018.jpg,Michel Aebischer,,MF (CM) ,90% Right,178cm,70kg,"    January 6, 1997    ","          in Geneva, Switzerland      ",Young Boys
https://fbref.com/req/202005121/images/headshots/e52845f9_2018.jpg,Aremu Afeez,,MF,,181cm,76kg,"    October 3, 1999    ","          in Ibadan, Nigeria      ",St. Pauli
https://fbref.com/req/202005121/images/headshots/4b00cd47_2018.jpg,David Affengruber,David Affengruber,DF ,Right,185cm,74kg,"    March 19, 2001    ","          in Scheibbs, Austria      ",Sturm Graz
Inconnue,Karim Affo,Karim Affo,FW,,,,"    April 5, 2006    ",,Düsseldorf
https://fbref.com/req/202005121/images/headshots/fd53d9e7_2018.jpg,Akram Afif,,FW-MF ,Right,177cm,65kg,"    November 18, 1996    ","          in Doha, Qatar      ",Al Sadd
https://fbref.com/req/202005121/images/headshots/e227a5ed_2018.jpg,Ali Afif,Ali Hassan Afif Yahya,"FW-MF (WM, left) ",Both,172cm,50kg,"    January 20, 1988    ",          in Qatar      ,Al Duhail SC
https://fbref.com/req/202005121/images/headshots/831e98f7_2018.jpg,Mohd Afiq Fazail,,FW-MF ,Both,171cm,66kg,"    September 29, 1994    ","          in Daerah Pontian, Malaysia      ",
https://fbref.com/req/202005121/images/headshots/b63f4077_2018.jpg,Benik Afobe,Instagram: @BenikAfobeOfficial,FW ,Both,183cm,78kg,"    February 12, 1993    ","          in Leyton, England, United Kingdom      ",Millwall
Inconnue,Jonathan Afolabi,,FW,,,,"    January 14, 2000    ",,Ayr United
Inconnue,Oladapo Afolayan,,FW-MF ,Right,182cm,73kg,"    February 12, 1998    ","          in London, England, United Kingdom      ",Bolton Wanderers
https://fbref.com/req/202005121/images/headshots/5d33ba7f_2018.jpg,Eddie Afonso,Eddie Marcos Melo Afonso,DF ,Right,170cm,68kg,"    March 7, 1994    ","          in Luanda, Angola      ",Atlético Petróleos de Luanda
Inconnue,Hugo Afonso,Hugo Luis Afonso,MF,,,,"    January 28, 2005    ",,Karlsruher
https://fbref.com/req/202005121/images/headshots/a8f07c8f_2018.jpg,João Afonso,João Ricardo da Silva Afonso,DF (CB) ,Right,188cm,81kg,"    May 28, 1990    ","          in Castelo Branco, Portugal      ",Santa Clara
